prices,market_caps,total_volumes,date
35234.658993177574,1256191722.7058449,203199676.75012293,2021-10-15 02:00:00
36202.17902350604,1291554465.2975342,224212450.53501794,2021-10-16 02:00:00
35256.16216756435,1260098251.697515,188231896.172851,2021-10-17 02:00:00
34730.460531870965,1242702364.7308786,173374126.33608225,2021-10-18 02:00:00
33830.16582502956,1211790546.2406266,178408416.84262994,2021-10-19 02:00:00
34759.26448969891,1236865829.0774345,161202031.01240945,2021-10-20 02:00:00
36001.042417947734,1288428198.2767959,193058924.47711033,2021-10-21 02:00:00
34326.48439508653,1230443484.8447018,236460400.99422154,2021-10-22 02:00:00
34758.41212220238,1240411468.9680939,207977073.00282988,2021-10-23 02:00:00
35929.75913296281,1281972680.723515,201194719.8184608,2021-10-24 02:00:00
34623.857598295624,1234679657.4180543,175740856.37836763,2021-10-25 02:00:00
34926.96642432898,1246628947.8700633,161511293.01225758,2021-10-26 02:00:00
37544.00575402959,1339264719.274359,364847058.69050556,2021-10-27 02:00:00
34087.818031963645,1219462972.302983,368297614.64099354,2021-10-28 02:00:00
34220.78068613842,1221066129.2876353,512689638.38160956,2021-10-29 02:00:00
34816.13417149451,1242959688.670724,321066709.9156642,2021-10-30 02:00:00
33793.96133265073,1207792897.5576005,173687102.89282003,2021-10-31 02:00:00
34125.16466966135,1218912180.9718525,162586961.77651113,2021-11-01 01:00:00
34818.10274031264,1236152234.4842947,179618221.41756243,2021-11-02 01:00:00
35073.21758921426,1243189432.7050354,174416222.78293347,2021-11-03 01:00:00
34669.839967149215,1235815773.349617,179795995.57802463,2021-11-04 01:00:00
34150.193979335774,1210139944.888348,166527299.21913952,2021-11-05 01:00:00
34061.214871893055,1211997109.014333,143301195.34106404,2021-11-06 01:00:00
33976.11145593781,1228491907.481918,196740269.5396859,2021-11-07 01:00:00
35425.507620658274,1264429357.8303974,172058872.63421434,2021-11-08 01:00:00
35632.039119723406,1272035404.0188613,216089618.53290254,2021-11-09 01:00:00
34681.378934892484,1243236434.5431707,185414306.2968767,2021-11-10 01:00:00
33005.203235212735,1172079552.292794,239923955.09907585,2021-11-11 01:00:00
33859.330749128036,1208264908.4374847,190470294.24984327,2021-11-12 01:00:00
32336.23586414503,1152803943.18681,226138850.00684014,2021-11-13 01:00:00
32899.45813707589,1174085334.971139,144665366.9264467,2021-11-14 01:00:00
33731.688844140765,1197106286.2023952,182598894.61974436,2021-11-15 01:00:00
33598.59272012667,1198284554.540949,240664118.9262757,2021-11-16 01:00:00
30903.60749693785,1103727110.9885085,227546900.38068917,2021-11-17 01:00:00
31347.895196311714,1108535662.5464563,158085823.55874404,2021-11-18 01:00:00
32377.243336402305,1153529725.9824612,423823121.6987863,2021-11-19 01:00:00
32039.40775970088,1139603080.3234253,189435432.34022674,2021-11-20 01:00:00
32142.503986895827,1145805273.314807,153683058.806712,2021-11-21 01:00:00
31848.793156496457,1142514802.115216,156212727.0895516,2021-11-22 01:00:00
31156.476135157685,1112334131.8786132,184592778.14404118,2021-11-23 01:00:00
31744.651168658496,1132626573.69219,157267642.52342737,2021-11-24 01:00:00
31159.30253775918,1113032177.7772543,146615756.64336503,2021-11-25 01:00:00
32033.712846802155,1145353992.7317512,155402079.7496676,2021-11-26 01:00:00
28655.24810877619,1023122486.4988302,194435731.3357243,2021-11-27 01:00:00
29086.99416872529,1034494647.0214868,121809202.88739145,2021-11-28 01:00:00
29957.754299821652,1070030666.2833868,152187892.45079377,2021-11-29 01:00:00
30191.67778013158,1081510915.620061,133467221.59335786,2021-11-30 01:00:00
29572.578639952728,1057943325.0809567,149421986.45249006,2021-12-01 01:00:00
28957.91012795457,1033320775.1325759,147746189.89155602,2021-12-02 01:00:00
28804.084147365073,1028781770.8515449,152864716.52965054,2021-12-03 01:00:00
27675.58591164428,986818631.3580245,146810157.43224484,2021-12-04 01:00:00
24624.838157241036,878713514.6878573,273575854.3761166,2021-12-05 01:00:00
23764.387785198673,847021333.087159,165469884.48622355,2021-12-06 01:00:00
23865.3893454435,849539739.5174363,179291022.17484158,2021-12-07 01:00:00
22072.965208040943,789227385.8293303,164100665.23672426,2021-12-08 01:00:00
23036.509133446463,821669880.5030104,177180714.7230411,2021-12-09 01:00:00
21045.44796610322,752716037.5768391,188803902.97721717,2021-12-10 01:00:00
20089.753949012866,721805239.0625793,129350214.26258262,2021-12-11 01:00:00
21511.09161879818,767098033.261218,177656035.55966622,2021-12-12 01:00:00
21749.308093775617,774319156.4108627,121910711.29317455,2021-12-13 01:00:00
19533.848792186403,697002393.3874804,121061726.9653348,2021-12-14 01:00:00
20140.295745048636,716875879.6527363,122167668.1358764,2021-12-15 01:00:00
20658.677689789012,734562342.8533998,141252204.27771553,2021-12-16 01:00:00
24668.154310582362,874236676.903676,403971187.9489859,2021-12-17 01:00:00
33227.11559509056,1190512302.7299647,1223714101.3365154,2021-12-18 01:00:00
31208.4843578434,1114702870.4813328,673943005.6523448,2021-12-19 01:00:00
31944.973432496194,1142149055.1365542,373320164.25056607,2021-12-20 01:00:00
37270.038401308666,1335542745.9537828,997757619.309119,2021-12-21 01:00:00
34750.806393604435,1241237704.4774969,451369781.1091411,2021-12-22 01:00:00
31665.36311785011,1133153360.6308439,354969608.250323,2021-12-23 01:00:00
31699.318315738936,1130651599.7638364,309435455.984805,2021-12-24 01:00:00
32692.888332241295,1165264987.6373475,314626584.8918544,2021-12-25 01:00:00
31394.225245942314,1120107098.7502246,200340816.8690594,2021-12-26 01:00:00
31200.52484533806,1112087033.6416407,187573591.8071881,2021-12-27 01:00:00
31865.002516265366,1139734163.1358337,300183428.11010116,2021-12-28 01:00:00
28839.072182196505,1039735146.1138406,278031739.4074563,2021-12-29 01:00:00
28894.960067061944,1023010550.4699143,275502040.7212567,2021-12-30 01:00:00
30241.905012284868,1079828786.6447906,234384085.86128414,2021-12-31 01:00:00
33025.88478812236,1188960666.4714813,401823056.6309145,2022-01-01 01:00:00
